net_worth,net_xp,team_winrate_avg,score,net_barracks,duration,radiant_win
-34501.13333333333,-33635.98333333334,-1.3760170799188387,-36,-4,1573,False
16976.75,10082.5,0.9930923287158748,12,4,1635,True
-65103.749999999985,-64525.04999999999,-0.21632449622168082,-44,-4,1929,False
-6331.066666666651,-13153.866666666669,-1.55296661700703,29,2,3688,True
-16506.666666666657,-3817.166666666657,0.0946973114241132,-14,-2,3095,False
22653.466666666674,26312.383333333346,0.4338837297899403,16,2,1909,True
7495.800000000003,4191.199999999953,2.1717181319958456,3,3,1612,True
29956.100000000006,33029.35,-2.455071538082528,12,6,1941,True
37493.58333333333,39424.58333333333,-1.220643613488754,19,6,1931,True
9164.0,-7279.0,-0.37474657302121983,11,4,1740,True
28008.75,18521.25,1.5728492116890678,29,6,2475,True
25675.90000000001,29117.0,0.12969720246326943,27,4,2647,True
25761.49999999997,-45563.25,4.082550325288345,1,0,2307,True
-15681.10000000002,-51805.10000000002,-1.1958579788287054,-40,-2,2463,False
-19789.199999999983,-21868.500000000015,-1.0510880866951098,4,-6,2151,False
-15687.5,-21625.0,-0.8974013346420762,-14,-6,1875,False
-29545.799999999996,-24799.916666666657,0.8747971492827062,-15,-6,2141,False
24219.79999999999,12072.866666666669,0.14275958049165638,-1,6,2222,True
-72.40000000000146,-3737.6499999999996,1.5654554127381601,-6,0,543,False
-14868.333333333328,13678.866666666669,0.35685293079212954,-3,-2,3244,False
41592.95,50753.61666666667,1.5893381198520231,26,2,1057,True
-25668.50000000003,-25339.416666666657,-0.008446897052202473,-8,-2,3949,False
-53050.2,-33010.59999999998,-1.2456546752113127,-18,-6,1428,False
13459.133333333346,20681.966666666674,0.3495590676943081,17,5,2114,True
22075.783333333326,14851.899999999965,1.515917704840426,0,2,3031,True
-10961.600000000006,-19393.600000000006,-3.9895827974060083,-18,-4,4216,False
-26124.233333333337,-46596.06666666665,0.4393379825254158,-15,-2,1087,False
-6729.733333333337,-24494.25,2.331004179373892,-15,-2,2969,False
30732.5,25222.5,0.45455384741497085,27,6,2850,True
-32308.199999999997,-32018.699999999997,-0.2546260935203719,-16,-6,1737,False
-26894.40000000001,-42087.149999999994,-1.0147704643770226,4,-2,1293,False
-12370.333333333328,-13680.74999999997,-1.4836574820984012,-7,0,3145,False
20091.300000000003,20820.0,-1.494941940852783,5,4,3123,True
-4665.833333333343,2672.25,-2.031249573699874,-4,-6,2545,False
-49550.21666666666,-47029.83333333332,-0.8736109775284362,-42,-2,1559,False
13953.600000000006,27496.800000000003,-2.476418656494573,13,4,2052,True
15293.199999999997,17092.399999999994,-0.11862532418227545,4,6,2249,True
29369.66666666667,33345.316666666666,-4.489745104731085,15,6,2149,True
-47482.6,-51719.61666666668,-0.10030328959070545,-51,-6,2101,False
-30952.583333333343,-32276.566666666673,0.52085108951281,-23,-4,2147,False
54349.51666666669,38688.533333333355,1.3744529467606128,19,5,1687,True
-44532.83333333336,-42045.5,-0.5666727205224547,-22,-6,2870,False
24897.9,24897.899999999994,2.5359983318522197,22,6,1671,True
-27505.79999999999,-7867.649999999965,-0.7099445898134746,-13,0,3717,False
15453.333333333332,15820.349999999995,-0.6821860422843713,12,1,1159,True
-34746.833333333336,-39585.000000000015,-1.1363500557305315,-20,-6,2030,False
19793.499999999985,22815.733333333337,1.4616100563512475,20,6,2554,True
36246.40000000001,30756.79999999999,-0.7984996838349048,31,6,1504,True
-17478.75,-29337.75,-1.5471318641707796,-31,-4,2655,False
-6317.200000000012,19787.70000000001,-1.0645023250368695,15,0,2787,True
26112.08333333333,13758.366666666669,1.2065567716295078,7,6,2161,True
2695.733333333337,5146.400000000023,0.5107716178069666,3,-2,3676,True
-16014.133333333331,-18289.59999999999,3.7322539675389095,-18,-6,2576,False
-31173.066666666666,-32952.26666666666,3.5452279502496395,-27,-6,2224,False
-13817.266666666648,-19752.199999999997,1.5171782478827112,-20,-6,2782,False
22847.866666666683,6328.533333333355,-1.0231582163066264,-12,6,2792,True
16990.499999999985,4193.399999999994,1.2253126792713758,6,2,1446,True
-24760.950000000026,-7640.850000000006,-2.6170311086788516,-4,-6,3447,False
-4015.266666666663,3819.399999999994,2.780859822405077,-11,-2,2938,False
-1497.6499999999942,-23327.033333333355,-3.5318036987864545,-24,0,2723,False
21208.816666666666,35916.60000000001,1.2124916478470027,17,4,1931,True
-6648.299999999988,11130.300000000017,-1.1418365263306498,9,-2,2241,False
47139.600000000006,42119.2,1.742067446655149,37,2,1956,True
-42275.833333333336,-54400.83333333333,-0.42278831548193807,-42,-6,2425,False
28405.800000000003,35333.09999999999,0.15064799728796885,17,6,2322,True
-1600.25,9990.75,-2.6670209007484686,-12,1,2595,False
22339.20000000001,33974.19999999998,2.0823977586727977,26,4,2327,True
-30558.916666666664,-32593.916666666657,1.3411000454831665,-30,-4,2035,False
38156.25,43908.33333333332,1.1302284514714174,31,4,1375,True
-26760.000000000015,-23281.199999999983,0.6837986625791217,-16,-6,2007,False
10064.26666666667,-2243.466666666667,0.6470268618822459,1,2,376,True
12328.400000000009,23871.166666666657,3.1448837268170777,19,2,1813,True
1820.5833333333285,-6450.06666666668,-2.012901302365435,7,2,3121,True
-38617.58333333334,-57996.25,2.7924571767095827,-35,-6,2795,False
-37913.33333333334,-38289.33333333333,-2.608024518791865,-31,-4,1880,False
13278.78333333334,10005.06666666668,2.9781344981467512,15,5,2207,True
14760.633333333331,20832.733333333337,3.2255841696297907,14,6,2962,True
29227.633333333324,28868.066666666666,-0.9649667493197001,19,2,1541,True
881.0,-19249.850000000006,-0.9540797485555927,-18,-1,2643,False
-17619.999999999985,-381.7666666666337,2.317914813261119,-3,0,1762,False
-3372.8000000000175,16758.600000000035,0.026670647689570615,12,6,3162,False
-411.4666666666599,14298.466666666645,-3.2557270088939205,19,2,3086,True
-6404.300000000003,-3267.5,-2.788869667303402,4,0,2614,False
12641.200000000012,14838.200000000012,1.9789941000391664,1,2,2028,True
17649.0,-2294.0,0.711634247555871,15,4,2220,True
4005.833333333332,8133.583333333334,1.5119319096782817,2,0,1045,True
-18251.483333333337,-16713.600000000006,-2.4725096816403322,-4,-4,1741,False
28087.5,16248.75,-2.515038582752183,11,2,1575,True
-19877.366666666683,-19209.549999999974,0.2599807355716166,-14,-6,2357,False
-7925.400000000009,-28524.29999999999,-0.38518601799412977,-5,-2,2142,False
37549.3,41021.79999999999,0.18633860354547238,9,5,1389,True
-11813.96666666666,1077.916666666657,4.572097614423811,3,-6,2587,False
20583.333333333336,21856.250000000007,0.8997972358500022,20,2,1625,True
3066.366666666683,-9450.816666666651,-3.9746204993274574,-4,2,1373,True
-22847.500000000007,-34868.8,2.017802678556812,-21,-6,2109,False
-48234.66666666667,-31185.333333333314,-1.379362808923247,-20,-6,1520,False
-35003.15000000001,-44970.033333333326,0.5088954489968955,-22,-4,2041,False
-16126.0,-19009.13333333333,1.6849944060229518,-12,-6,2932,False
20972.66666666668,31137.333333333343,2.5239616675686207,10,4,1930,True
31063.149999999994,23951.266666666663,-2.134655544623392,6,6,1297,True
-38118.66666666667,-16866.666666666628,-2.825390649117054,-23,-4,2024,False
13828.366666666669,8240.433333333334,-0.8592989537966105,2,4,2122,True
38539.666666666664,43415.16666666667,2.7131878188792555,21,4,1990,True
-25699.13333333333,-42173.76666666666,2.2279883608740505,-40,-4,1942,False
6837.0,838.5,-1.7994059281843349,-1,-4,3870,False
-15072.899999999994,-28934.266666666663,-0.3863036713872816,-9,-4,2138,False
24958.333333333358,23833.333333333358,0.6230213419362371,23,6,2500,True
-28143.600000000006,-31337.199999999997,0.20036419982975673,-29,-2,1996,False
15801.5,18125.25,-2.1547418177986586,23,6,2145,True
-26148.33333333333,-6766.666666666686,-0.07371035481749999,0,-4,2900,False
-19299.06666666668,-7737.833333333343,-1.1147356626025982,-23,-4,2731,False
12287.23333333333,10336.416666666672,-3.415361810296261,18,4,1747,True
28572.166666666664,31440.766666666663,-1.7864385091090682,24,2,1366,True
3110.8000000000175,-24270.400000000023,-0.4441055682246571,-10,6,1848,True
4444.216666666689,7055.766666666663,0.05564632947354653,5,-2,2749,True
-16701.91666666667,-22663.866666666683,-2.449718439019314,-12,-6,2537,False
25256.100000000006,15143.983333333337,0.1419520820428417,29,6,2903,True
-39115.399999999994,-18720.599999999977,1.4121848684745117,-17,-6,3044,False
-14690.0,-9379.0,0.04816547435690666,-6,0,3390,False
-23286.033333333326,-3319.0500000000175,2.0081381099239763,-23,-4,3161,False
27430.083333333336,26019.0,-1.0196468827446523,19,6,2065,True
-9077.833333333343,-21435.400000000023,-1.7247031422636425,-9,-4,3514,False
-2517.749999999971,-23499.0,-0.9013638595150084,-3,4,3357,True
9716.549999999988,15887.24999999997,3.1744773259053574,17,6,2763,True
-24461.233333333323,-37484.11666666668,-0.9689170039472401,-23,-3,2971,False
-13298.816666666666,13712.966666666674,-1.3083761400388596,-2,-6,2761,False
33452.46666666666,32271.199999999997,3.4086128421645157,32,4,1508,True
4090.2000000000116,11869.600000000006,1.4682693284609627,12,6,2406,True
14123.53333333334,18426.066666666673,2.0553062005321294,15,4,1403,True
-25949.366666666683,-12974.68333333332,0.611468176891826,-9,-6,1991,False
19763.33333333333,30747.5,-1.9612369652520627,20,3,2450,True
47943.966666666674,49929.56666666665,-1.5443752852605712,19,6,2482,True
11478.75,12397.049999999988,-1.9618494004583127,13,2,3061,True
30487.800000000017,30522.36666666667,2.5496347703718456,8,6,2074,True
21859.200000000004,24205.19999999999,-1.712930443628757,24,4,1656,True
18560.15000000001,11722.199999999997,-1.0135906515900288,0,6,2791,True
-11309.81666666668,-19880.93333333335,-1.8851134630102848,-6,-4,3043,False
-6905.599999999977,-7121.400000000023,0.668287467512009,10,-2,3237,False
13592.949999999997,22180.85,0.3975043694352536,15,4,1641,True
-31811.066666666666,-20497.199999999997,1.6656492745113027,-16,-6,2204,False
-9177.0,-5016.0,2.049749453195325,-28,-6,3420,False
9030.933333333349,8653.333333333343,0.862037329735017,7,2,1888,True
-22930.75,-18427.233333333337,3.6248435786000783,-26,-6,2479,False
-13201.400000000009,-2923.7999999999884,0.5958897130806093,-11,-2,2658,False
29624.749999999978,22559.316666666673,1.2036899417521383,29,6,1669,True
35301.466666666674,24775.79999999999,-0.8653786103527707,11,3,2429,True
16866.499999999985,18232.900000000023,-0.3637884759137293,21,6,2562,True
